Id,SalePrice
1689,193563.88
1690,205150.78
1691,189904.77
1692,250308.12
1693,183141.9
1694,188419.11
1695,159972.56
1696,282332.3
1697,163380.39
1698,394238.4
1699,286802.47
1700,239133.81
1701,278722.56
1702,243333.33
1703,230258.38
1704,300888.03
1705,218256.61
1706,424975.25
1707,216114.3
1708,198930.58
1709,261453.6
1710,225805.88
1711,249646.66
1712,266247.3
1713,284967.62
1714,228515.19
1715,221368.83
1716,178692.4
1717,169186.61
1718,141968.52
1719,213521.44
1720,226203.6
1721,154444.67
1722,145891.55
1723,150273.08
1724,219788.39
1725,262601.66
1726,206981.61
1727,165716.75
1728,182793.89
1729,155633.23
1730,171560.61
1731,128904.4
1732,124967.92
1733,124538.56
1734,122221.76
1735,130733.66
1736,108614.54
1737,352644.12
1738,237527.17
1739,170697.56
1740,246378.03
1741,210169.31
1742,183383.92
1743,186194.62
1744,290108.97
1745,213316.92
1746,223389.94
1747,198039.25
1748,250204.38
1749,157975.03
1750,141772.16
1751,252286.77
1752,118402.46
1753,152590.73
1754,181546.12
1755,169713.02
1756,124838.46
1757,109203.09
1758,145684.98
1759,154646.28
1760,169767.25
1761,150349.6
1762,192080.9
1763,161080.1
1764,113886.69
1765,186122.28
1766,178970.61
1767,276187.12
1768,145007.1
1769,166270.52
1770,150251.56
1771,130223.98
1772,143039.77
1773,133591.12
1774,155717.83
1775,137008.33
1776,139954.8
1777,106976.67
1778,150741.75
1779,129803.86
1780,183066.44
1781,122704.42
1782,92715.734
1783,138457.06
1784,112300.84
1785,113928.75
1786,146133.52
1787,173905.12
1788,58359.656
1789,100296.16
1790,88459.734
1791,209188.19
1792,151362.56
1793,148701.89
1794,160967.17
1795,128000.45
1796,122767.47
1797,116291.055
1798,120012.586
1799,102170.92
1800,126716.26
1801,124210.24
1802,125304.47
1803,158049.89
1804,137308.47
1805,135148.06
1806,125836.95
1807,141522.44
1808,122928.58
1809,141847.47
1810,131938.11
1811,102117.47
1812,113353.83
1813,118344.55
1814,82313.695
1815,57455.72
1816,100324.984
1817,127194.04
1818,146164.22
1819,116547.94
1820,75345.08
1821,111586.13
1822,142331.69
1823,68171.29
1824,137179.36
1825,131116.77
1826,95277.625
1827,108444.72
1828,131425.69
1829,118035.484
1830,154064.72
1831,149183.88
1832,79113.445
1833,148644.36
1834,118910.21
1835,122074.7
1836,136579.66
1837,105400.33
1838,126508.266
1839,84675.445
1840,151188.44
1841,145620.53
1842,103188.766
1843,139880.94
1844,131038.266
1845,152037.25
1846,149305.52
1847,181720.69
1848,62674.17
1849,132245.5
1850,120375.17
1851,154558.78
1852,114333.68
1853,154737.48
1854,173232.25
1855,136126.55
1856,222755.12
1857,166425.38
1858,146063.11
1859,117625.53
1860,158660.19
1861,116540.76
1862,323406.2
1863,258674.97
1864,259305.06
1865,329825.56
1866,298307.2
1867,223945.38
1868,309770.84
1869,205351.0
1870,226698.48
1871,229272.47
1872,168459.88
1873,258571.81
1874,146099.0
1875,185960.97
1876,202335.42
1877,216393.5
1878,216338.1
1879,153070.11
1880,134035.78
1881,298005.34
1882,268470.75
1883,194988.53
1884,196477.19
1885,226367.47
1886,295372.75
1887,220527.25
1888,287281.75
1889,167560.94
1890,126414.99
1891,129061.914
1892,104990.484
1893,142271.61
1894,131202.58
1895,146512.12
1896,124120.7
1897,139457.34
1898,104333.55
1899,140197.05
1900,144804.03
1901,186534.55
1902,175803.6
1903,186269.45
1904,145216.9
1905,186918.22
1906,166153.73
1907,191105.12
1908,95623.836
1909,127630.44
1910,112795.484
1911,185141.95
1912,235673.78
1913,122771.84
1914,72996.17
1915,268771.97
1916,91781.07
1917,243615.42
1918,143048.5
1919,172524.75
1920,167279.17
1921,396416.97
1922,297987.12
1923,212440.25
1924,196796.02
1925,220174.88
1926,366335.6
1927,140257.64
1928,156531.16
1929,123993.84
1930,126300.9
1931,144773.89
1932,148309.52
1933,193536.42
1934,189478.48
1935,171996.56
1936,198388.39
1937,171502.52
1938,177899.52
1939,233159.88
1940,184411.2
1941,174696.12
1942,166528.36
1943,203445.4
1944,322730.88
1945,349002.38
1946,131849.55
1947,272452.9
1948,207659.72
1949,246865.34
1950,183774.92
1951,262995.0
1952,196899.33
1953,175125.53
1954,189824.06
1955,133035.8
1956,434982.44
1957,159204.05
1958,327532.88
1959,153390.27
1960,116523.86
1961,119493.68
1962,97875.7
1963,102165.31
1964,109010.58
1965,145619.33
1966,133186.11
1967,306475.44
1968,383363.66
1969,389850.12
1970,475598.2
1971,492462.4
1972,389786.16
1973,260420.56
1974,304454.5
1975,484460.66
1976,293205.53
1977,417686.97
1978,373970.44
1979,319454.5
1980,197139.47
1981,361399.34
1982,212356.3
1983,201613.53
1984,167245.52
1985,239695.14
1986,225117.19
1987,189504.64
1988,182812.02
1989,205391.16
1990,222860.81
1991,228613.67
1992,234405.38
1993,173661.81
1994,272595.1
1995,190426.19
1996,239006.94
1997,288257.66
1998,361151.38
1999,256975.53
2000,322873.47
2001,257968.86
2002,247959.9
2003,249063.4
2004,295098.44
2005,212068.94
2006,215614.23
2007,248146.16
2008,212324.36
2009,206514.64
2010,183559.55
2011,157961.95
2012,173316.19
2013,197719.23
2014,195263.97
2015,164921.02
2016,206191.48
2017,200812.72
2018,132490.81
2019,123097.06
2020,107067.125
2021,114492.195
2022,189189.08
2023,151171.19
2024,256922.61
2025,332456.72
2026,185694.72
2027,163505.86
2028,158726.19
2029,161299.5
2030,267813.47
2031,237310.83
2032,239505.94
2033,255769.95
2034,174535.1
2035,217730.1
2036,188573.58
2037,192644.11
2038,267124.25
2039,212475.61
2040,327496.97
2041,228958.64
2042,216896.31
2043,166657.38
2044,161283.89
2045,178146.28
2046,134502.66
2047,140665.33
2048,140430.17
2049,122318.875
2050,160035.88
2051,107649.41
2052,128156.73
2053,143020.06
2054,86198.66
2055,156673.4
2056,137342.0
2057,116370.55
2058,226236.44
2059,139723.44
2060,162174.62
2061,166294.2
2062,128743.41
2063,105811.625
2064,142031.61
2065,133978.88
2066,150786.08
2067,138766.77
2068,138278.92
2069,91949.15
2070,112090.44
2071,103715.484
2072,104882.87
2073,134894.44
2074,152555.55
2075,152093.58
2076,119737.84
2077,158551.78
2078,127344.62
2079,123881.11
2080,112333.33
2081,125132.93
2082,141427.4
2083,159128.16
2084,102361.195
2085,112766.74
2086,117257.47
2087,113066.664
2088,108062.04
2089,72449.06
2090,128234.09
2091,112627.13
2092,128405.17
2093,137156.06
2094,123693.734
2095,130872.16
2096,73457.5
2097,89437.93
2098,124485.84
2099,54284.547
2100,109707.13
2101,120084.625
2102,119561.46
2103,95608.92
2104,153037.36
2105,135118.94
2106,87160.09
2107,238278.75
2108,110246.0
2109,108550.2
2110,146972.89
2111,138483.1
2112,149448.78
2113,113071.94
2114,111986.16
2115,155103.69
2116,114012.89
2117,139852.31
2118,120539.52
2119,107141.4
2120,111892.02
2121,121512.71
2122,111514.12
2123,80774.75
2124,170571.03
2125,117870.805
2126,155348.34
2127,168962.73
2128,127449.6
2129,100215.484
2130,137572.44
2131,116313.58
2132,117229.64
2133,119886.664
2134,119689.06
2135,92604.16
2136,91642.75
2137,115386.09
2138,134345.98
2139,143756.98
2140,139665.03
2141,139037.89
2142,131218.34
2143,156602.77
2144,150681.56
2145,136621.5
2146,175666.84
2147,162308.56
2148,133591.11
2149,145546.88
2150,184500.98
2151,111104.72
2152,202978.89
2153,146696.5
2154,117368.49
2155,143889.36
2156,266054.8
2157,251530.6
2158,247043.48
2159,215918.19
2160,183716.02
2161,234712.61
2162,464755.3
2163,326613.12
2164,250519.81
2165,198466.45
2166,148682.36
2167,220404.45
2168,179159.27
2169,213365.42
2170,159597.97
2171,160406.8
2172,139448.86
2173,175786.75
2174,243430.62
2175,295529.0
2176,323708.94
2177,284053.56
2178,205175.81
2179,151272.4
2180,246615.42
2181,197819.08
2182,215005.25
2183,194675.56
2184,127853.336
2185,130474.0
2186,147532.81
2187,148861.86
2188,157697.89
2189,286549.22
2190,85881.01
2191,83846.09
2192,86786.87
2193,112853.734
2194,103722.58
2195,120722.59
2196,100781.07
2197,128735.516
2198,156033.28
2199,186911.81
2200,140677.69
2201,131811.19
2202,188738.19
2203,145324.62
2204,183796.56
2205,116373.484
2206,144707.97
2207,197101.98
2208,238823.02
2209,194857.3
2210,109822.516
2211,101755.72
2212,110208.53
2213,88059.414
2214,147314.0
2215,89410.56
2216,146399.94
2217,78754.07
2218,84089.37
2219,77707.586
2220,83897.55
2221,271933.8
2222,254615.42
2223,267466.06
2224,186752.06
2225,148834.4
2226,200580.5
2227,205537.5
2228,253168.66
2229,264133.5
2230,159185.62
2231,202433.53
2232,162867.08
2233,191924.78
2234,228529.11
2235,228997.67
2236,303650.22
2237,368463.3
2238,199521.6
2239,124634.2
2240,155156.38
2241,130229.02
2242,134792.72
2243,135501.12
2244,102512.99
2245,99647.69
2246,156706.2
2247,101151.34
2248,119652.09
2249,118676.586
2250,131410.17
2251,198714.12
2252,167645.77
2253,161253.88
2254,189604.75
2255,197836.02
2256,180429.23
2257,176579.52
2258,152024.02
2259,175217.42
2260,177665.03
2261,179940.02
2262,207527.38
2263,362764.9
2264,522407.0
2265,173719.58
2266,268349.62
2267,413573.3
2268,378572.62
2269,154783.61
2270,175101.9
2271,203845.7
2272,174808.19
2273,147371.45
2274,171833.47
2275,165487.56
2276,180152.1
2277,173162.97
2278,140702.64
2279,117241.64
2280,135862.64
2281,171387.72
2282,187969.31
2283,108279.43
2284,102787.21
2285,139643.1
2286,122039.414
2287,327556.28
2288,285507.62
2289,443919.66
2290,486595.3
2291,334969.7
2292,449715.4
2293,515581.06
2294,407530.56
2295,541027.94
2296,319846.3
2297,304203.5
2298,313417.2
2299,424694.56
2300,389550.12
2301,266832.12
2302,282326.34
2303,237932.38
2304,265082.97
2305,216196.92
2306,207283.56
2307,201517.47
2308,219883.12
2309,257911.81
2310,210922.33
2311,212506.9
2312,168356.5
2313,176157.75
2314,170972.03
2315,195036.48
2316,219419.4
2317,185901.77
2318,194307.73
2319,188934.1
2320,189417.56
2321,240709.08
2322,191620.02
2323,191996.72
2324,180768.31
2325,222990.23
2326,165860.66
2327,215462.53
2328,232145.02
2329,200563.88
2330,175872.72
2331,409827.25
2332,367060.94
2333,319031.4
2334,267684.88
2335,284428.72
2336,321360.8
2337,207494.47
2338,289559.88
2339,222629.33
2340,419914.2
2341,231530.7
2342,225908.19
2343,238164.58
2344,221028.55
2345,237024.88
2346,216883.3
2347,209923.05
2348,247812.67
2349,181586.16
2350,294534.72
2351,252468.47
2352,254575.05
2353,292111.22
2354,152549.9
2355,156777.81
2356,156301.2
2357,195877.45
2358,199334.73
2359,136022.66
2360,107844.766
2361,135795.7
2362,322835.75
2363,138760.39
2364,175775.4
2365,218170.14
2366,200507.38
2367,220827.38
2368,219248.12
2369,223687.92
2370,169000.31
2371,167663.11
2372,191413.38
2373,240095.66
2374,332882.62
2375,241845.52
2376,329471.22
2377,298194.62
2378,132941.28
2379,185323.56
2380,142367.25
2381,175106.17
2382,178014.4
2383,192855.08
2384,234126.0
2385,156095.05
2386,140396.2
2387,130960.43
2388,102860.414
2389,126667.54
2390,150345.16
2391,139848.39
2392,109634.62
2393,152934.14
2394,134619.75
2395,182591.23
2396,151346.44
2397,230004.61
2398,146521.2
2399,71000.54
2400,61578.574
2401,112267.555
2402,132334.81
2403,132953.4
2404,151500.84
2405,159673.66
2406,135771.69
2407,128408.875
2408,131926.19
2409,124651.875
2410,170580.53
2411,113713.13
2412,162531.4
2413,128324.07
2414,143531.31
2415,130163.125
2416,124161.734
2417,126012.84
2418,126372.89
2419,136589.56
2420,127058.19
2421,165651.3
2422,116684.69
2423,162192.23
2424,131154.33
2425,269426.47
2426,142445.81
2427,148260.73
2428,184067.1
2429,111044.01
2430,131296.7
2431,120377.125
2432,137918.16
2433,142279.5
2434,137656.1
2435,165579.47
2436,94787.29
2437,99113.13
2438,113050.17
2439,113187.516
2440,117844.07
2441,110877.03
2442,107136.78
2443,124195.33
2444,122238.85
2445,87673.28
2446,146068.52
2447,171922.38
2448,136773.58
2449,100491.48
2450,141771.89
2451,128538.61
2452,209251.97
2453,98515.016
2454,117013.86
2455,136401.8
2456,136036.89
2457,117302.31
2458,132005.75
2459,99662.336
2460,136040.81
2461,109969.66
2462,125453.22
2463,116624.36
2464,142538.02
2465,137544.52
2466,116639.36
2467,127554.32
2468,82021.26
2469,93641.766
2470,170111.06
2471,200278.14
2472,175479.92
2473,119719.78
2474,95377.39
2475,204691.5
2476,115930.61
2477,129613.09
2478,147381.55
2479,124974.05
2480,137458.64
2481,141123.62
2482,120914.125
2483,113181.84
2484,130752.55
2485,112030.875
2486,161719.62
2487,163659.6
2488,153101.39
2489,162082.66
2490,146523.73
2491,103534.43
2492,195740.88
2493,151834.53
2494,145290.03
2495,119201.57
2496,227730.08
2497,155284.11
2498,114911.91
2499,84891.26
2500,144576.11
2501,131878.25
2502,162014.31
2503,113364.42
2504,186269.69
2505,233197.86
2506,265589.78
2507,327109.62
2508,265783.78
2509,217500.78
2510,211992.72
2511,178727.6
2512,208574.88
2513,227456.17
2514,221714.67
2515,142842.45
2516,175948.34
2517,141726.31
2518,175958.83
2519,236842.14
2520,218140.9
2521,197510.7
2522,224472.9
2523,130634.01
2524,138866.5
2525,138114.39
2526,143651.92
2527,124342.45
2528,130202.11
2529,124442.44
2530,117537.73
2531,278011.12
2532,225844.95
2533,191997.52
2534,215198.05
2535,346461.1
2536,231174.78
2537,239349.62
2538,195436.8
2539,187853.31
2540,190550.27
2541,182562.23
2542,178455.45
2543,140025.19
2544,141783.67
2545,133666.34
2546,132404.53
2547,136569.11
2548,176202.17
2549,171974.34
2550,537216.9
2551,133617.42
2552,124614.56
2553,86399.34
2554,100202.8
2555,112391.914
2556,95363.24
2557,115006.63
2558,160086.27
2559,153012.52
2560,129192.766
2561,135293.84
2562,135271.69
2563,141236.61
2564,169412.22
2565,144821.75
2566,168252.77
2567,134818.2
2568,229365.0
2569,194630.7
2570,108154.95
2571,161924.77
2572,147644.12
2573,205813.36
2574,237514.84
2575,117972.09
2576,143994.88
2577,154073.05
2578,79987.734
2579,67695.55
2580,137638.81
2581,126513.84
2582,131602.95
2583,293645.25
2584,187428.56
2585,193103.31
2586,262826.16
2587,200206.9
2588,132310.23
2589,144736.33
2590,222806.75
2591,251819.17
2592,222358.52
2593,241610.95
2594,151625.08
2595,195445.95
2596,335300.12
2597,195494.0
2598,305804.5
2599,318551.53
2600,146522.36
2601,142770.81
2602,85630.37
2603,96633.52
2604,88890.23
2605,84781.84
2606,152495.3
2607,291940.1
2608,224193.84
2609,157479.16
2610,107093.48
2611,159397.36
2612,156110.69
2613,136754.88
2614,123218.305
2615,167370.28
2616,152750.44
2617,204741.39
2618,252734.88
2619,205408.48
2620,187125.95
2621,164964.0
2622,182988.2
2623,258437.53
2624,361287.3
2625,322112.78
2626,171700.89
2627,150170.31
2628,457457.84
2629,479227.62
2630,350283.47
2631,467641.53
2632,406614.56
2633,289162.88
2634,404007.66
2635,157908.72
2636,159189.56
2637,185938.58
2638,291986.0
2639,172744.28
2640,142161.92
2641,106513.91
2642,204436.95
2643,108736.46
2644,120846.23
2645,102372.67
2646,97602.17
2647,102425.47
2648,142662.44
2649,145049.1
2650,142687.47
2651,129490.37
2652,424415.6
2653,235138.44
2654,269450.25
2655,423133.0
2656,314178.75
2657,321194.5
2658,307204.5
2659,314396.6
2660,370555.25
2661,367438.3
2662,354440.97
2663,306972.9
2664,233860.89
2665,340193.25
2666,277936.97
2667,182149.58
2668,183811.81
2669,194900.27
2670,312952.75
2671,193108.14
2672,205311.83
2673,206318.58
2674,197370.16
2675,185991.56
2676,197627.86
2677,208094.95
2678,268202.38
2679,263304.12
2680,284629.84
2681,357992.56
2682,294703.84
2683,356105.62
2684,297417.25
2685,278441.4
2686,258172.6
2687,340595.12
2688,209208.28
2689,210641.81
2690,481081.78
2691,204951.62
2692,155594.16
2693,209172.58
2694,161294.12
2695,193311.5
2696,187959.47
2697,188056.84
2698,199487.6
2699,190564.25
2700,165101.84
2701,150630.56
2702,109676.32
2703,134554.2
2704,138716.2
2705,117072.44
2706,110901.336
2707,118670.1
2708,143964.56
2709,105405.734
2710,129874.24
2711,275858.44
2712,371510.2
2713,178431.67
2714,145432.02
2715,184546.22
2716,158585.1
2717,218586.31
2718,219968.33
2719,147449.92
2720,158797.75
2721,127905.32
2722,172828.48
2723,143628.94
2724,120245.74
2725,128579.48
2726,158740.83
2727,174771.95
2728,180666.78
2729,147747.27
2730,139931.2
2731,121165.375
2732,122013.24
2733,159322.81
2734,152362.73
2735,134912.72
2736,145573.97
2737,115092.35
2738,130072.06
2739,149276.16
2740,134399.6
2741,146307.98
2742,149305.06
2743,159562.0
2744,147014.45
2745,140534.44
2746,146051.66
2747,149746.97
2748,112997.586
2749,127517.49
2750,115413.96
2751,158046.81
2752,188728.78
2753,132546.58
2754,328104.3
2755,129790.555
2756,98784.87
2757,89913.375
2758,82171.63
2759,150145.81
2760,135534.14
2761,143006.22
2762,141464.33
2763,176298.67
2764,156348.44
2765,248469.52
2766,147017.23
2767,89167.42
2768,132737.95
2769,139940.03
2770,131733.83
2771,106391.27
2772,111879.16
2773,176404.6
2774,133087.86
2775,129843.8
2776,124073.97
2777,124962.26
2778,90106.57
2779,145172.03
2780,101816.625
2781,84594.02
2782,94748.164
2783,112294.83
2784,114408.94
2785,132278.97
2786,67269.516
2787,117290.14
2788,79599.914
2789,116414.8
2790,83368.984
2791,88189.484
2792,85711.38
2793,170365.95
2794,107097.98
2795,118100.47
2796,103245.016
2797,184419.31
2798,121378.86
2799,116340.266
2800,70762.41
2801,101713.31
2802,131833.95
2803,168883.03
2804,128887.29
2805,100923.8
2806,95574.26
2807,172155.36
2808,152669.19
2809,135554.97
2810,128546.195
2811,179548.97
2812,155047.97
2813,149394.27
2814,149556.27
2815,121518.0
2816,206724.7
2817,146576.42
2818,134341.19
2819,167238.42
2820,141801.64
2821,107962.64
2822,192978.84
2823,392394.47
2824,192145.7
2825,174269.0
2826,130615.23
2827,145379.23
2828,289417.62
2829,208803.95
2830,261226.17
2831,189706.94
2832,310266.62
2833,294513.1
2834,223354.19
2835,220620.72
2836,197713.44
2837,166160.19
2838,144140.8
2839,174544.8
2840,203389.52
2841,214384.83
2842,223324.28
2843,161090.28
2844,175139.12
2845,117343.29
2846,210767.36
2847,212653.53
2848,212707.89
2849,213936.3
2850,276307.06
2851,219289.66
2852,215892.75
2853,249016.6
2854,149496.22
2855,204643.72
2856,223617.98
2857,193406.22
2858,213794.62
2859,122481.56
2860,127008.3
2861,154975.22
2862,197118.81
2863,132554.56
2864,300120.97
2865,144645.64
2866,140624.8
2867,94767.695
2868,109389.945
2869,112373.83
2870,141336.56
2871,85430.95
2872,52444.41
2873,119630.484
2874,147437.66
2875,119716.984
2876,157840.8
2877,148092.64
2878,160131.48
2879,154579.28
2880,108878.46
2881,176315.02
2882,176000.77
2883,187817.6
2884,165922.16
2885,173637.94
2886,262925.03
2887,102350.25
2888,131783.73
2889,55788.164
2890,73241.34
2891,131798.92
2892,57329.47
2893,102410.52
2894,79680.59
2895,311149.47
2896,264920.5
2897,170260.47
2898,149635.67
2899,196181.0
2900,154680.56
2901,244856.97
2902,201997.52
2903,341466.56
2904,339148.12
2905,143709.19
2906,198496.28
2907,113998.82
2908,121635.47
2909,139918.47
2910,79562.83
2911,87192.87
2912,159089.73
2913,87936.86
2914,75059.66
2915,79008.45
2916,88804.42
2917,183872.69
2918,123610.86
2919,199593.34
